Metascore,BoxOffice,Website,imdbRating,imdbVotes,Runtime,Language,Rated,Production,Released,imdbID,Plot,Director,Title,Actors,Response,Type,Awards,DVD,Year,Poster,Country,Genre,Writer
N/A,N/A,N/A,6.3,58,114 min,Russian,N/A,N/A,29 Apr 1956,tt0048482,N/A,Mikhail Kalatozov,Pervyy eshelon,"Vsevolod Sanaev, Sergei Romodanov, Oleg Efremov, Tatyana Doronina",True,movie,N/A,N/A,1956,https://images-na.ssl-images-amazon.com/images/M/MV5BZDIzNmU0OGEtZWQ5My00NTRkLTg4NWYtMTQ2YTNkNmZiZGIwXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg,Soviet Union,"Drama, Romance, War",Nikolay Pogodin
N/A,N/A,N/A,7.0,101,7 min,English,N/A,N/A,29 Jan 1955,tt0048483,"Elmer Fudd buys a wooden set of drawers not knowing that two polite twin gophers have claimed the piece of furniture as their home. When Elmer places the drawers in his bedroom, the gophers...",Friz Freleng,Pests for Guests,Mel Blanc,True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMWU4OTNiNGEtYzMzNy00Y2ZhLWI5NGQtYTVhY2UxNWQyNDcxXkEyXkFqcGdeQXVyMDM0MzU2NA@@._V1_SX300.jpg,USA,"Family, Animation, Short",Warren Foster (story)
N/A,N/A,N/A,6.5,960,95 min,English,Not Rated,Warner Bros.,31 Jul 1955,tt0048484,"In 1927, a Kansas City, Missouri cornet player and his band perform nightly at a seedy speakeasy until a racketeer tries to extort them in exchange for protection.",Jack Webb,Pete Kelly's Blues,"Jack Webb, Janet Leigh, Edmond O'Brien, Peggy Lee",True,movie,Nominated for 1 Oscar. Another 1 nomination.,22 Jul 2008,1955,https://m.media-amazon.com/images/M/MV5BMjE3MDUxOTc2Ml5BMl5BanBnXkFtZTYwNTQyMTg4._V1_SX300.jpg,USA,"Crime, Drama, Music",Richard L. Breen
N/A,N/A,N/A,5.7,7,94 min,German,N/A,N/A,N/A,tt0048485,N/A,Hans Deppe,The Priest from Kirchfeld,"Ulla Jacobsson, Claus Holm, Annie Rosar, Heinrich Gretler",True,movie,1 win.,N/A,1955,N/A,West Germany,Drama,"Ludwig Anzengruber (play), Ilse Lotz-Dupont, Tibor Yost"
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08 May 1955,tt0048486,Two episodes of the TV series 'Wild Bill Hickok' edited together and released as a feature.,"Wesley Barry, Frank McDonald",Phantom Trails,"Guy Madison, Andy Devine, Byron Foulger, Harry Harvey Jr.",True,movie,N/A,N/A,1955,N/A,N/A,Western,"William Raynor, Maurice Tombragel"
N/A,N/A,N/A,5.6,5,75 min,English,APPROVED,N/A,20 May 1955,tt0048487,'Three episodes (40,41,42) of the TV series "Ramar of the Jungle" edited together and released as a feature.',Spencer Gordon Bennet,Phantom of the Jungle,"Jon Hall, Anne Gwynne, Ray Montgomery, Nick Stewart",True,movie,N/A,N/A,1955,N/A,USA,"Adventure, Romance","William Lively (screenplay), Sherman L. Lowe (screenplay)"
N/A,N/A,N/A,7.4,"1,913",100 min,English,APPROVED,Allied Artists,14 Aug 1955,tt0048488,A crime-busting lawyer and his initially reluctant attorney father take on the forces that run gambling and prostitution in their small Southern town.,Phil Karlson,The Phenix City Story,"John McIntire, Richard Kiley, Kathryn Grant, Edward Andrews",True,movie,1 nomination.,N/A,1955,https://m.media-amazon.com/images/M/MV5BNzZlMDhhZmQtZWE0ZS00NGFlLWI3MDgtZTkzNmQ0NGE4OGMxXkEyXkFqcGdeQXVyMjM0NDkyMDg@._V1_SX300.jpg,USA,"Crime, Drama, Film-Noir","Crane Wilbur (screenplay), Daniel Mainwaring (screenplay)"
N/A,N/A,N/A,7.0,65,95 min,Italian,N/A,N/A,N/A,tt0048489,N/A,Steno,Piccola posta,"Alberto Sordi, Franca Valeri, Sergio Raimondi, Anna Maria Pancani",True,movie,N/A,N/A,1955,N/A,Italy,Comedy,"Sandro Continenza, Lucio Fulci, Steno"
N/A,N/A,N/A,N/A,N/A,86 min,Italian,N/A,N/A,N/A,tt0048490,N/A,Giorgio Capitani,Il piccolo vetraio,"Massimo Serato, Georges Poujouly, Antoine Balpêtré, Luigi Tosi",True,movie,N/A,N/A,1955,N/A,Italy,Drama,"Giorgio Capitani (screenplay), Lucio Chiavarelli (screenplay), Olimpia De Gasperi (novel), Vincenzo Gamna (screenplay)"
N/A,N/A,N/A,7.2,"7,273",115 min,English,Approved,Sony Pictures Home Entertainment,16 Feb 1956,tt0048491,Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.,Joshua Logan,Picnic,"William Holden, Kim Novak, Betty Field, Susan Strasberg",True,movie,Won 2 Oscars. Another 3 wins & 11 nominations.,18 Apr 2000,1956,https://m.media-amazon.com/images/M/MV5BY2YxNjI5OWMtYjhmOS00ODBjLThiOTYtMTdiMjJmNzRmNzNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,USA,"Drama, Romance","Daniel Taradash (screenplay), William Inge (play)"
N/A,N/A,N/A,N/A,N/A,97 min,Italian,N/A,N/A,08 Mar 1956,tt0048492,Caged animals in a zoo look at human beings and reveal very human thoughts.,Guido Leoni,I pinguini ci guardano,"Isa Barzizza, Rosalba Neri, Carlo Croccolo, Fiorenzo Fiorentini",True,movie,N/A,N/A,1956,N/A,Italy,Comedy,"Marcella Altieri, Roberto De Leonardis, Guido Leoni (story), Giorgio Lotta"
N/A,N/A,N/A,5.1,99,72 min,English,N/A,Columbia Pictures,10 Feb 1955,tt0048493,"Princess Karjan promises pirate captain Edri-Al-Gardian a fabulous reward if he helps her regain her lost kingdom of Misurata from Malek. When the latter destroys Gardian's armada, Karjan ...",Felix E. Feist,Pirates of Tripoli,"Paul Henreid, Patricia Medina, Paul Newlan, John Miljan",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BNGJhNTU3NjAtZmI5OS00MGExLThmNzItY2I2NzViNmY2MGUwXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,USA,Adventure,Allen March
N/A,N/A,N/A,5.5,11,82 min,Spanish,N/A,N/A,01 Feb 1956,tt0048494,N/A,Luis Lucia,El piyayo,"Valeriano León, Manuel Luna, Jesús Tordesillas, Rafael Durán",True,movie,N/A,N/A,1956,N/A,Spain,"Comedy, Drama","José Luis Colina, Vicente Llosa, Luis Lucia, José Carlos de Luna (poem)"
N/A,N/A,N/A,7.1,217,7 min,English,N/A,N/A,01 Jan 1955,tt0048495,"Mr. and Mrs. Jones hear a piano being played in their living room. They automatically assume it is their cat who is making the music, when in fact, the talented one is a mouse whom the cat ...",Friz Freleng,Pizzicato Pussycat,Mel Blanc,True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BMTY2MDc4NDM5M15BMl5BanBnXkFtZTcwMTg4OTUzMQ@@._V1_SX300.jpg,USA,"Animation, Family, Short",Warren Foster (story)
N/A,N/A,N/A,4.6,10,95 min,Spanish,N/A,N/A,N/A,tt0048496,A guy and his girlfriend pretend to come from Mars.,Julián Soler,Los platillos voladores,"Adalberto Martínez, Evangelina Elizondo, Andrés Soler, José Venegas 'El Bronco'",True,movie,N/A,N/A,1956,N/A,Mexico,"Comedy, Musical, Sci-Fi","Carlos León (story), Carlos Orellana (adaptation), Julián Soler, Pedro de Urdimalas (adaptation)"
N/A,N/A,N/A,N/A,N/A,77 min,Spanish,N/A,N/A,19 Apr 1956,tt0048497,"After her father has been murdered, the beautiful but allegedly insane Isabella lives in the house of her two nephews. A scenarist in need of inspiration walks on the beach and slowly unravels a series of murders.",Julián Soler,Playa prohibida,"Etelberto Franco-Quirino, Carlos López Moctezuma, Alfredo Mayo, José Nieto",True,movie,N/A,N/A,1956,http://ia.media-imdb.com/images/M/MV5BMzNmZjYzMTgtNGU0Ny00ZjRhLWJlMTUtZTVjYjZmN2ZmNDE1XkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_SX300.jpg,"Mexico, Spain","Crime, Drama","Juan Antonio Bardem (screenplay), Juan Antonio Bardem (story)"
N/A,N/A,N/A,N/A,N/A,81 min,Spanish,N/A,N/A,06 Feb 1956,tt0048498,N/A,Ricardo Gascón,Pleito de sangre,"Jaime Avellán, María Calvo, Jesús Colomer, Juanita Espín",True,movie,N/A,N/A,1956,N/A,Spain,Crime,"Manuel R. Cabello (screenplay), Manuel R. Cabello (story), Ricardo Gascón"
N/A,N/A,N/A,7.2,"1,392",86 min,French,NOT RATED,Criterion Collection,04 Jan 1956,tt0048499,"There are two parts to this film: sequences of life in the fishing village of La Pointe Courte (a government inspector's visit, the death of a child) alternate with others following a ...",Agnès Varda,La Pointe Courte,"Philippe Noiret, Silvia Monfort",True,movie,N/A,22 Jan 2008,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMDkyZWQ0NWItNjE0Yi00MDliLWExZjYtM2E4ZTVhYmFmMTkxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,France,Drama,Agnès Varda
N/A,N/A,N/A,7.2,"2,093",87 min,Polish,Not Rated,Criterion Collection,26 Jan 1955,tt0048500,Story of youths during the German occupation of Poland in the World War II who come to adulthood through love and adversity.,Andrzej Wajda,A Generation,"Tadeusz Lomnicki, Urszula Modrzynska, Tadeusz Janczar, Janusz Paluszkiewicz",True,movie,N/A,31 Dec 1997,1955,https://m.media-amazon.com/images/M/MV5BNzIyOTQ5YjUtZWE2Ny00YzMyLTgxNTQtNzY1M2UwZTE1MmY3XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,Poland,"Drama, War","Bohdan Czeszko (novel), Bohdan Czeszko (screenplay)"
N/A,N/A,N/A,7.2,"2,093",87 min,Polish,Not Rated,Criterion Collection,26 Jan 1955,tt0048500,Story of youths during the German occupation of Poland in the World War II who come to adulthood through love and adversity.,Andrzej Wajda,A Generation,"Tadeusz Lomnicki, Urszula Modrzynska, Tadeusz Janczar, Janusz Paluszkiewicz",True,movie,N/A,31 Dec 1997,1955,https://m.media-amazon.com/images/M/MV5BNzIyOTQ5YjUtZWE2Ny00YzMyLTgxNTQtNzY1M2UwZTE1MmY3XkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_SX300.jpg,Poland,"Drama, War","Bohdan Czeszko (novel), Bohdan Czeszko (screenplay)"
N/A,N/A,N/A,5.7,43,70 min,English,N/A,N/A,01 May 1955,tt0048501,"When his colleague is killed during a chase in Kentish Town, London bobby Frank volunteers to become a dog-handler. Rex, his new companion, starts to take over his home life more than ...",Derek N. Twist,Police Dog,"Joan Rice, Tim Turner, Sandra Dorne, Charles Victor",True,movie,N/A,N/A,1955,N/A,UK,"Crime, Drama","Derek N. Twist (original story), Derek N. Twist (screenplay)"
N/A,N/A,N/A,7.2,48,105 min,Swiss German,N/A,N/A,10 Aug 1956,tt0048502,N/A,Kurt Früh,Polizischt Wäckerli,"Schaggi Streuli, Margrit Rainer, Eva Haefeli, Peter Brogle",True,movie,N/A,N/A,1956,N/A,Switzerland,Drama,"Kurt Früh, Schaggi Streuli"
N/A,N/A,N/A,N/A,N/A,90 min,German,N/A,N/A,19 Aug 1955,tt0048503,N/A,Curt Bois,Ein Polterabend,"Fredy Barten, Gerhard Bienert, Barbara Brecht-Schall, Eva Brumby",True,movie,N/A,N/A,1955,N/A,East Germany,Comedy,"Werner Bernhardy (scenario), Curt Bois (scenario)"
N/A,N/A,N/A,7.3,58,91 min,Russian,N/A,Warner Bros.,21 Apr 1956,tt0048504,"Osip Ivanovich Dymov, the titular counselor and the doctor of thirty one years, serves in two hospitals at the same time: intern and anatomist. From nine o'clock in the morning and in the ...",Samson Samsonov,The Grasshopper,"Lyudmila Tselikovskaya, Sergey Bondarchuk, Vladimir Druzhnikov, Evgeniy Teterin",True,movie,Nominated for 1 BAFTA Film Award. Another 3 wins & 1 nomination.,23 Mar 2009,1955,https://m.media-amazon.com/images/M/MV5BYmMxMDMyZDMtMmY2OC00MGQyLTg0NmYtZWYzMTQ0ZjE1ZmVmXkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,Soviet Union,Drama,"Anton Chekhov (short story), Samson Samsonov (screenplay)"
N/A,N/A,N/A,N/A,N/A,92 min,N/A,N/A,N/A,N/A,tt0048505,N/A,Angelo D'Alessandro,La porta dei sogni,"Maurizio Arena, Eloisa Cianni, Maria Frau, Beniamino Maggio",True,movie,N/A,N/A,1955,N/A,Italy,N/A,N/A
N/A,N/A,N/A,N/A,N/A,91 min,N/A,N/A,N/A,29 Dec 1954,tt0048506,N/A,Enzo Liberti,Il porto della speranza,"Checco Durante, Anita Durante, Leila Durante, Gina Amendola",True,movie,N/A,N/A,1954,N/A,Italy,N/A,"Andrea Maroni (screenplay), Andrea Maroni (story)"
N/A,N/A,N/A,6.3,175,84 min,English,N/A,RKO Radio Pictures,18 Jan 1956,tt0048507,"A car plunging over a cliff kills its two occupants identified as newspaperman Lewis Forrester and actress Alison Ford (Terry Moore). Surviving Lewis are his two brothers, Tim (Robert ...",Guy Green,Postmark for Danger,"Terry Moore, Robert Beatty, William Sylvester, Josephine Griffin",True,movie,N/A,27 Oct 2008,1955,N/A,UK,"Crime, Drama","Francis Durbridge (original story), Guy Green (screen adaptation), Ken Hughes (screen adaptation)"
N/A,N/A,N/A,N/A,N/A,79 min,Italian,N/A,N/A,N/A,tt0048508,N/A,Antonio Musu,Il prezzo della gloria,"Roberta Benedetti, Mike Bongiorno, Pierre Cressoy, Amos Davoli",True,movie,N/A,N/A,1956,N/A,Italy,N/A,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt0048085,N/A,N/A,#DUPE#,N/A,True,movie,N/A,N/A,1955,N/A,N/A,N/A,N/A
N/A,N/A,N/A,6.8,292,102 min,English,APPROVED,Twentieth Century Fox,24 Jun 1955,tt0048510,"A tragic and sentimental story that depicts the early career of the 19th century American actor, Edwin Booth with some mention of the events leading to the assassination of President ...",Philip Dunne,Prince of Players,"Richard Burton, Maggie McNamara, John Derek, Raymond Massey",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BMDY0OWI5MTctNGQ1Mi00M2YxLTg0ZTQtNzNkODViZjcxOTFiXkEyXkFqcGdeQXVyNDcxNDkxMjA@._V1_SX300.jpg,USA,"Biography, Drama","Moss Hart, Eleanor Ruggles (book)"
N/A,N/A,N/A,5.5,6,84 min,Italian,N/A,N/A,13 Aug 1955,tt0048511,"Duke Altichieri rises to power, after his associate, Cpt. Alberico, kills governor Conte Filippo della Scala. 10 harsh years of tyranny follow, until a mysterious figure appears out of ...",Leopoldo Savona,Il principe dalla maschera rossa,"Frank Latimore, Maria Fiore, Yvonne Furneaux, Elio Steiner",True,movie,N/A,N/A,1955,N/A,Italy,Adventure,"Giovanni Addessi (story), Vittorio Carpignano, Massimo Mida, Leopoldo Savona"
N/A,N/A,N/A,7.1,656,91 min,English,Not Rated,Sony Pictures Entertainment,11 Dec 1955,tt0048512,"A Cardinal is arrested for treason against the state. As a Prince of his church, and a popular hero of this people, for his resistance against the Nazis during the war, and afterward his ...",Peter Glenville,The Prisoner,"Alec Guinness, Jack Hawkins, Wilfrid Lawson, Kenneth Griffith",True,movie,Nominated for 5 BAFTA Film Awards. Another 3 wins & 1 nomination.,02 Mar 2004,1955,https://m.media-amazon.com/images/M/MV5BMGJkYzQ1ZDUtMGI0Yi00MTYxLWIzYjctODE1YzY4OTU5MDc0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,UK,Drama,"Bridget Boland (play), Bridget Boland (screenplay)"
N/A,N/A,N/A,6.6,640,105 min,English,N/A,Universal,02 Dec 1955,tt0048513,"A Major noted for advancing with his mouth before thinking is given a choice: to be drummed out of the Army, or take command of and shape up the ROTC program at Sheridan Academy before it ...",Jerry Hopper,The Private War of Major Benson,"Charlton Heston, Julie Adams, William Demarest, Tim Hovey",True,movie,Nominated for 1 Oscar. Another 1 nomination.,27 May 1997,1955,https://m.media-amazon.com/images/M/MV5BYmY2M2E4OTUtOWNjNC00NGRkLTg4YWYtYjAxMDUwMmEzMThlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,USA,"Comedy, Family, Romance","Joe Connelly (story), Bob Mosher (story), William Roberts, Richard Alan Simmons"
N/A,N/A,N/A,6.3,164,98 min,English,N/A,N/A,14 Oct 1955,tt0048514,"Sgt. Joe Lawrence is an American Army officer who falls in love with a refugee trying to raise enough money to move a group of German orphans to South America, where they can start life ...",Mark Robson,A Prize of Gold,"Richard Widmark, Mai Zetterling, Nigel Patrick, George Cole",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BNDgyMGZjMjctY2VkOC00MmIzLWE4YjUtMjA1NDQ3NDM5YzlkXkEyXkFqcGdeQXVyMjA4MTMxNDM@._V1_SX300.jpg,USA,"Adventure, Crime, Drama, Film-Noir","Robert Buckner (screenplay), John Paxton (screenplay), Max Catto (novel)"
N/A,N/A,N/A,N/A,N/A,N/A,Italian,N/A,N/A,N/A,tt0048515,N/A,Enzo Liberti,Processo all'amore,"Franco Silva, Jane Hugo, Nora Visconti, Checco Durante",True,movie,N/A,N/A,1955,N/A,Italy,N/A,"Alfredo Angeli (screenplay), Alfredo Angeli (story), Enzo Liberti (screenplay), Enzo Liberti (story), Mario Sigfrido Metalli (screenplay), Mario Sigfrido Metalli (story), Nora Visconti (screenplay), Nora Visconti (story)"
N/A,N/A,N/A,6.3,80,103 min,French,N/A,N/A,04 Nov 1955,tt0048516,"Madame de Montespan, the Maîtresse-en-titre of Louis XIV, has been in disgrace since the King set eyes on a younger beauty, Marie-Angélique Scorailles. Having had enough of the situation, ...",Henri Decoin,The Case of Poisons,"Danielle Darrieux, Viviane Romance, Paul Meurisse, Anne Vernon",True,movie,N/A,29 Jun 2010,1955,https://m.media-amazon.com/images/M/MV5BODBjNjU0MjktZTcwNy00Y2IzLTljNTItZDU4ZGIxZDRlOGNkXkEyXkFqcGdeQXVyMzYyNzgzMzI@._V1_SX300.jpg,"France, Italy","Crime, Drama, History","Henri Decoin (screenplay), Georges Neveux (dialogue), Georges Neveux (screenplay), Victorien Sardou (play), Albert Valentin (story)"
N/A,N/A,N/A,5.3,516,112 min,English,N/A,MGM,06 May 1955,tt0048517,A wealthy young Hebrew traveling in Damascus renounces his faith after he is seduced by an alluring pagan priestess and cheated of his fortune by the High Priest as well.,Richard Thorpe,The Prodigal,"Lana Turner, Edmund Purdom, Louis Calhern, Audrey Dalton",True,movie,N/A,26 Jun 2007,1955,https://m.media-amazon.com/images/M/MV5BNzQ1YWM4NTktYjdhNC00OTU0LWFkZDUtNTllMDgyOTEwOGRmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,USA,Drama,"Joseph Breen (adaptation), Samuel James Larsen (adaptation), Maurice Zimm"
N/A,N/A,N/A,N/A,N/A,90 min,Spanish,N/A,N/A,16 Jan 1956,tt0048518,N/A,Javier Setó,El puente del diablo,"Barta Barri, José Calvo, Alfonso Martínez Jaime, Trini Montero",True,movie,N/A,N/A,1956,N/A,Spain,N/A,"Faustino González Aller (play), Faustino González Aller (screenplay), Javier Setó"
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt0048519,N/A,Igor Pretnar,Pukotina raja,N/A,True,movie,N/A,N/A,1955,N/A,Yugoslavia,N/A,N/A
N/A,N/A,N/A,7.4,470,7 min,English,Approved,N/A,30 Apr 1955,tt0048520,"Spike is taking his son on a picnic. Jerry keeps hiding in the basket, so Tom keeps disrupting the picnic while chasing him.","Joseph Barbera, William Hanna",Pup on a Picnic,Daws Butler,True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BOWYzOTcyNDEtOTcxYi00ODgxLWE1OWItOTM2NjNiOWNlYTg5XkEyXkFqcGdeQXVyNjMxODMyODU@._V1_SX300.jpg,USA,"Animation, Short, Comedy, Family",N/A
N/A,N/A,N/A,7.1,12,N/A,Spanish,N/A,N/A,29 Feb 1956,tt0048521,N/A,Gilberto Martínez Solares,Pura vida,"Antonio Espino, Carmelita González, Maricruz Olivier, Eduardo Alcaraz",True,movie,N/A,N/A,1956,https://m.media-amazon.com/images/M/MV5BNjRlOTU3N2EtNWFkYS00N2QxLWIyMDMtMGUyMmM1MWMxNmM4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjgzOTY3NTM@._V1_SX300.jpg,Mexico,"Comedy, Family, Romance","Juan García, Gilberto Martínez Solares"
N/A,N/A,N/A,6.4,312,82 min,English,Approved,Universal,28 Oct 1955,tt0048522,"In 1803 France, Napoleon orders the capture of notorious highwayman 'Purple Mask' who routinely rescues imprisoned nobles and harasses the Revolutionary officials.",H. Bruce Humberstone,The Purple Mask,"Tony Curtis, Colleen Miller, Gene Barry, Dan O'Herlihy",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BNWY0YjA0OWItMGQwYS00ODI3LThiYTgtOWU3ZGYxZTE1MGY2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,USA,Adventure,"Oscar Brodney (screenplay), Paul Armont (play), Jean Manoussi (play), Charles Latour (adaptation)"
N/A,N/A,N/A,6.8,143,119 min,"Danish, Greenlandic",N/A,N/A,06 Nov 1956,tt0048523,"In this visual masterpiece and first Oscar nominated Danish film, young teacher Eva arriving in Greenland, surprising her fiancée in the arms of a woman. Seeking refuge, she meets a man also carrying a broken heart in the scenic landscape.",Erik Balling,Qivitoq,"Poul Reichhardt, Astrid Villaume, Gunnar Lauring, Randi Michelsen",True,movie,Nominated for 1 Oscar. Another 1 nomination.,N/A,1956,https://m.media-amazon.com/images/M/MV5BZGM3NDRmYTEtZDFhNS00Yjg1LTlkNjktNzFkOWNlNjBiMzE5XkEyXkFqcGdeQXVyNDk2ODQwMDc@._V1_SX300.jpg,Denmark,"Drama, Family, Romance",Leck Fischer
N/A,N/A,N/A,N/A,N/A,94 min,Italian,N/A,N/A,N/A,tt0048524,N/A,Guido Brignone,Sunset in Naples,"Carlo Giuffrè, Maria Fiore, Giacomo Rondinella, Abbe Lane",True,movie,N/A,N/A,1955,N/A,Italy,N/A,"Guido Brignone, Ivo Perilli, Elio Petri (screenplay), Gianni Puccini (screenplay), Paolo Ricci (story)"
N/A,N/A,N/A,7.2,6,98 min,Italian,N/A,N/A,30 Dec 1955,tt0048525,"In post-war Italy, some pilots of the Air Force, despite the difficulties in which they are forced to operate, manage to form an acrobatic squadron. From the dedication of these men will be...",Fernando Cerchio,I quattro del getto tonante,"Dawn Addams, Emma Baron, Tino Carraro, Andrea Checchi",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BOGFmNjRjZjctNjkxMi00ZmI2LWI5Y2YtMGZiOTkxOGFmNGRhXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,Italy,"Drama, History","Marcello Marchesi, Vittorio Metz"
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tt0046798,N/A,N/A,#DUPE#,N/A,True,movie,N/A,N/A,1954,N/A,N/A,N/A,N/A
N/A,N/A,N/A,6.6,"1,526",95 min,English,NOT RATED,Sony Pictures Home Entertainment,07 Nov 1955,tt0048527,"A young woman arrives at the home of her socialite cousin, and soon finds herself sucked into the woman's complex web of deceit.",Ranald MacDougall,Queen Bee,"Joan Crawford, Barry Sullivan, Betsy Palmer, John Ireland",True,movie,N/A,18 Dec 2001,1955,https://m.media-amazon.com/images/M/MV5BY2I0YjBmNGQtNDA0ZS00NTI0LTk3MGEtMTQyMzVmMzFlY2RjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg,USA,"Drama, Romance","Ranald MacDougall (screenplay), Edna L. Lee (novel)"
N/A,N/A,N/A,6.5,751,103 min,English,APPROVED,Warner Bros.,16 Apr 1956,tt0048528,A Scottish knight in France to facilitate a marriage between a rich and beautiful countess and his aging uncle becomes involved in court intrigue.,Richard Thorpe,Quentin Durward,"Robert Taylor, Kay Kendall, Robert Morley, George Cole",True,movie,N/A,23 Mar 2009,1955,https://m.media-amazon.com/images/M/MV5BNmYwMTYxNzMtMGZlYS00NTJkLWJlN2UtZWE5ZGJlMmRhZGI3XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,USA,"Action, Adventure, History","Robert Ardrey (screenplay), George Froeschel (adaptation)"
N/A,N/A,N/A,7.7,515,7 min,English,N/A,N/A,11 Jun 1955,tt0048529,Bugs argues with the cartoonist who creates him over how he should be drawn.,Chuck Jones,Rabbit Rampage,Mel Blanc,True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BMDE0YjA1NTItOTIzZC00ODgzLWIzM2QtNTM5Yjg5OGM2OGYzXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,USA,"Animation, Family, Short",Michael Maltese (story)
N/A,N/A,N/A,5.3,80,97 min,Italian,N/A,N/A,22 Dec 1955,tt0048530,"Alvaro is been in jail and so he consider himself the most fit to lead his three friends Mario, Otello and Spartaco. The four young men decide to start a business. They need only a van to ...",Gianni Franciolini,Roman Tales,"Antonio Cifariello, Franco Fabrizi, Giovanna Ralli, Maurizio Arena",True,movie,2 wins.,N/A,1955,https://m.media-amazon.com/images/M/MV5BZGE2OWY2ZTgtZWVhOS00NDU2LWJhNDEtNDAwYWUxY2MyNzZiXkEyXkFqcGdeQXVyNTA2NzkwNTc@._V1_SX300.jpg,"Italy, France",Comedy,"Sergio Amidei, Agenore Incrocci, Alberto Moravia (novel), Alberto Moravia (screenplay), Francesco Rosi, Furio Scarpelli"
N/A,N/A,N/A,5.5,286,88 min,English,N/A,20th Century Fox Film Corporation,24 May 1955,tt0048531,N/A,Henry Hathaway,The Racers,"Kirk Douglas, Bella Darvi, Gilbert Roland, Cesar Romero",True,movie,N/A,31 Jan 1991,1955,https://m.media-amazon.com/images/M/MV5BMGY0MGZjNDItYTJiNi00N2I5LWE4MGItNmFiYjY4N2U4M2Q3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,USA,"Drama, Sport","Charles Kaufman, Hans Ruesch (novel)"
N/A,N/A,N/A,N/A,N/A,94 min,Italian,N/A,N/A,N/A,tt0048532,N/A,Marino Girolami,La ragazza di via Veneto,"Anna Maria Moneta Caglio, Carlo Giustini, Giulio Calì, Gisella Monaldi",True,movie,N/A,N/A,1955,N/A,Italy,Comedy,"Lucio Fulci, Roberto Gianviti, Marino Girolami, Bruno Valeri"
N/A,N/A,N/A,6.0,19,98 min,Italian,N/A,N/A,13 Jul 1960,tt0048533,N/A,Luigi Zampa,Girls of Today,"Marisa Allasio, Paola Quattrini, Lili Cerasoli, Paolo Stoppa",True,movie,N/A,N/A,1957,N/A,"Italy, France",Comedy,Luigi Zampa
N/A,N/A,N/A,6.6,122,102 min,Italian,N/A,N/A,17 Mar 1955,tt0048534,The story deals with the amorous escapades of handsome garage mechanic Bob (Antonio Cifariello).,Valerio Zurlini,Le ragazze di San Frediano,"Antonio Cifariello, Rossana Podestà, Giovanna Ralli, Marcella Mariani",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BZjRlZWRkM2QtYjAyMS00YmUwLWFjZmUtZmUyYjBiYzA3NTljXkEyXkFqcGdeQXVyOTU3ODk4MQ@@._V1_SX300.jpg,Italy,"Comedy, Romance","Leonardo Benvenuti (story), Piero De Bernardi (story), Vasco Pratolini (novel), Leonardo Benvenuti (screenplay), Piero De Bernardi (screenplay)"
